return_period_yr,lat,lon,prec_idf_hist,prec_idf_future_medium,prec_idf_future_high,ng_idf_hist,ng_idf_future_medium,ng_idf_future_high
2,62.682,-147.53268,17.23,20.89,22.21,33.41,29.22,30.54
2,62.68213,-144.53275,23.72,27.14,28.46,25.46,27.52,28.84
2,62.68214,-148.16132,16.72,20.25,21.57,35.27,31.0,32.32
2,62.68298,-146.42998,19.74,22.83,24.15,32.95,30.68,32.0
2,62.68371,-146.98134,19.15,22.02,23.34,28.61,29.12,30.44
2,62.68505,-145.00702,21.94,26.32,27.64,30.39,30.96,32.28
2,62.68549,-145.95569,22.04,27.24,28.56,30.57,28.46,29.78
2,62.68616,-145.48135,23.97,26.43,27.75,38.14,33.78,35.1
2,62.68639,-148.23874,17.9,21.01,22.33,39.68,34.38,35.7
2,62.68663,-147.61002,17.35,21.31,22.63,35.95,28.68,30.0
2,62.68829,-146.5071,20.02,22.09,23.41,34.14,32.82,34.14
2,62.6886,-144.60944,23.1,26.28,27.6,25.22,27.6,28.92
2,62.68867,-147.05856,18.5,22.08,23.4,28.69,28.69,30.01
2,62.69057,-148.31619,19.98,24.04,25.36,40.35,36.95,38.27
2,62.69109,-146.03271,21.8,26.5,27.82,33.55,29.19,30.51
2,62.6912,-147.68735,17.77,20.63,21.95,33.87,27.95,29.27
2,62.69123,-145.08382,22.11,26.17,27.49,31.07,30.47,31.79
2,62.69205,-145.55827,24.62,27.05,28.37,38.33,34.15,35.47
2,62.69355,-146.58424,20.88,21.84,23.16,33.46,34.23,35.55
2,62.69359,-147.13583,17.98,21.31,22.63,28.14,26.38,27.7
2,62.69471,-148.39368,21.09,25.26,26.57,41.63,36.42,37.74
2,62.69503,-144.68616,22.1,25.83,27.15,25.51,28.44,29.75
2,62.69574,-147.76474,18.12,20.8,22.11,33.1,28.83,30.15
2,62.69664,-146.10977,21.47,25.49,26.81,32.7,29.79,31.11
2,62.69737,-145.16068,22.01,25.49,26.81,31.5,30.01,31.33
2,62.6979,-145.63524,25.7,29.38,30.7,35.59,35.63,36.95
2,62.69847,-147.2131,17.84,21.63,22.95,28.85,27.51,28.82
2,62.69876,-146.66142,21.69,22.5,23.82,34.92,36.06,37.38
2,62.6988,-148.47116,21.36,25.08,26.4,35.18,31.46,32.78
2,62.70022,-147.84213,18.28,20.8,22.11,33.11,26.81,28.13
2,62.70142,-144.76294,21.77,25.5,26.82,26.17,28.57,29.89
2,62.70214,-146.18686,21.4,24.25,25.57,33.05,29.56,30.88
2,62.70285,-148.54871,21.61,24.42,25.74,27.33,28.94,30.26
2,62.70329,-147.29042,19.56,23.22,24.54,33.63,31.86,33.18
2,62.70346,-145.23756,21.92,25.18,26.5,31.19,29.19,30.51
2,62.7037,-145.71223,26.26,30.93,32.25,35.5,35.64,36.96
2,62.70393,-146.73865,21.74,23.38,24.69,35.26,35.89,37.21
2,62.70466,-147.91956,16.88,18.59,19.91,28.18,26.36,27.68
2,62.70684,-148.62625,22.95,24.26,25.58,28.86,28.95,30.27
2,62.70761,-146.26399,21.22,23.46,24.78,32.6,27.78,29.1
2,62.70774,-144.83974,21.86,25.65,26.97,28.02,29.83,31.15
2,62.70807,-147.36777,20.91,24.81,26.13,37.51,34.44,35.76
2,62.70904,-146.81587,21.83,22.96,24.28,35.39,33.77,35.09
2,62.70904,-147.99701,15.39,17.67,18.99,26.5,24.2,25.52
2,62.70945,-145.78925,26.05,30.05,31.36,35.25,32.95,34.27
2,62.70951,-145.31448,22.7,25.29,26.61,32.33,29.31,30.63
2,62.71079,-148.70383,23.05,22.8,24.12,30.28,28.35,29.67
2,62.7128,-147.44513,18.85,22.41,23.73,32.26,31.97,33.28
2,62.71301,-146.34116,20.94,23.6,24.92,30.48,25.67,26.99
2,62.71338,-148.07449,17.13,20.36,21.68,33.85,29.11,30.43
2,62.71404,-144.91656,22.41,26.71,28.03,31.8,31.13,32.45
2,62.71412,-146.89314,21.5,22.37,23.69,33.14,29.55,30.87
2,62.7147,-148.78142,22.52,21.82,23.14,25.32,26.1,27.42
2,62.71516,-145.86632,25.47,28.59,29.91,35.9,31.36,32.68
2,62.7155,-145.39145,24.13,26.19,27.51,37.59,32.12,33.44
2,62.71731,-144.51855,24.99,28.67,29.99,27.1,29.87,31.19
2,62.71748,-147.52254,17.27,21.48,22.8,31.77,30.15,31.47
2,62.71767,-148.15201,19.29,24.05,25.37,40.47,34.78,36.1
2,62.71838,-146.41833,20.66,23.26,24.58,30.72,26.11,27.43
2,62.71914,-146.97046,20.72,23.26,24.58,31.4,30.14,31.46
2,62.72028,-144.99345,23.05,27.1,28.42,33.55,31.24,32.56
2,62.72082,-145.94342,25.81,29.03,30.35,34.84,31.9,33.22
2,62.72145,-145.46843,25.13,27.14,28.46,38.02,35.56,36.88
2,62.72192,-148.22954,18.72,23.52,24.84,39.88,34.82,36.14
2,62.72211,-147.59996,16.56,21.17,22.49,34.51,30.43,31.75
2,62.7237,-146.49557,20.7,22.69,24.01,34.44,30.28,31.6
2,62.7238,-144.59535,23.67,28.01,29.33,27.75,29.85,31.17
2,62.72411,-147.04779,20.18,23.08,24.4,32.0,32.21,33.53
2,62.72611,-148.3071,18.74,22.92,24.24,30.99,29.31,30.63
2,62.72643,-146.02054,25.95,27.9,29.22,34.91,32.1,33.42
2,62.72648,-145.07037,23.27,26.73,28.05,33.71,31.23,32.55
2,62.72669,-147.67741,16.57,20.33,21.65,31.88,27.97,29.29
2,62.72736,-145.54546,26.35,28.94,30.26,39.18,39.24,40.56
2,62.72897,-146.57281,21.33,22.54,23.86,33.15,31.62,32.94
2,62.72904,-147.12514,19.44,21.78,23.1,28.81,28.51,29.83
2,62.73024,-144.67218,22.32,26.83,28.15,27.18,29.03,30.35
2,62.73026,-148.38467,20.37,23.67,24.98,27.25,29.36,30.68
2,62.73124,-147.7549,17.62,20.38,21.7,36.93,28.9,30.22
2,62.73199,-146.09772,25.27,27.31,28.63,34.56,34.1,35.42
2,62.73263,-145.14732,22.92,25.76,27.08,33.09,30.75,32.07
2,62.73321,-145.62253,28.54,30.65,31.97,39.89,41.68,43.0
2,62.73392,-147.20251,19.4,22.6,23.92,30.45,28.44,29.75
2,62.73418,-146.65009,22.57,23.26,24.58,35.15,34.75,36.07
2,62.73436,-148.46228,21.23,24.08,25.4,27.14,29.11,30.43
2,62.73572,-147.8324,18.03,20.18,21.49,35.72,29.18,30.5
2,62.73663,-144.74905,22.29,26.26,27.58,29.23,29.18,30.5
2,62.7375,-146.1749,25.35,26.78,28.1,36.66,35.54,36.86
2,62.73841,-148.53992,20.89,22.95,24.27,26.37,26.47,27.79
2,62.73873,-145.2243,22.91,26.07,27.39,34.85,31.07,32.39
2,62.73875,-147.27994,22.54,25.74,27.06,38.67,34.92,36.24
2,62.73901,-145.69962,30.34,33.23,34.55,41.88,42.2,43.52
2,62.73935,-146.72742,22.65,23.82,25.14,35.42,34.59,35.91
2,62.74016,-147.90994,16.98,18.97,20.29,25.16,25.51,26.83
2,62.74241,-148.61757,21.61,22.7,24.02,26.51,26.58,27.9
2,62.74297,-144.82596,22.36,25.86,27.18,31.21,28.79,30.11
2,62.74297,-146.25212,25.89,26.91,28.23,38.18,34.62,35.94
2,62.74353,-147.35739,23.18,26.61,27.93,39.92,35.84,37.16
2,62.74449,-146.80475,22.79,24.38,25.7,36.67,34.62,35.94
2,62.74455,-147.98749,15.66,18.23,19.55,23.14,21.7,23.02
2,62.74478,-145.30133,23.68,25.84,27.16,35.88,30.73,32.05
2,62.74478,-145.77673,30.59,34.14,35.46,41.56,41.54,42.86
2,62.74637,-148.69525,22.37,22.75,24.07,25.59,26.85,28.16
2,62.74827,-147.43486,20.36,23.86,25.18,36.37,33.54,34.85
2,62.74839,-146.32938,25.46,27.26,28.58,37.78,35.09,36.41
2,62.74891,-148.06506,18.24,20.49,21.81,34.58,27.95,29.27
2,62.74926,-144.90289,23.18,27.04,28.36,33.01,30.17,31.49
2,62.74957,-146.88213,23.96,25.37,26.69,38.97,35.26,36.58
2,62.75027,-148.77295,23.27,22.93,24.25,24.38,24.36,25.68
2,62.7505,-145.85391,30.49,33.23,34.54,40.67,39.2,40.52
2,62.75078,-145.37839,24.14,26.05,27.37,37.28,31.0,32.31
2,62.75296,-147.51236,18.82,23.26,24.58,36.03,32.21,33.53
2,62.7532,-148.14268,19.8,23.9,25.22,41.97,36.03,37.35
2,62.75377,-146.40668,23.89,25.95,27.27,34.93,32.28,33.6
2,62.75459,-146.95953,23.98,26.5,27.82,40.32,37.24,38.56
2,62.75552,-144.97987,23.69,27.51,28.82,35.13,32.12,33.44
2,62.75616,-145.93111,31.41,33.52,34.84,43.02,41.36,42.68
2,62.75674,-145.45547,25.23,27.29,28.61,38.56,35.7,37.02
