return_period_yr,lat,lon,prec_idf_hist,prec_idf_future_medium,prec_idf_future_high,ng_idf_hist,ng_idf_future_medium,ng_idf_future_high
2,62.682,-147.53268,39.59,48.0,51.03,76.76,67.13,70.16
2,62.68213,-144.53275,54.49,62.34,65.37,58.49,63.22,66.25
2,62.68214,-148.16132,38.41,46.53,49.56,81.03,71.22,74.25
2,62.68298,-146.42998,45.35,52.46,55.49,75.69,70.48,73.51
2,62.68371,-146.98134,43.99,50.58,53.61,65.72,66.9,69.94
2,62.68505,-145.00702,50.4,60.46,63.49,69.81,71.12,74.15
2,62.68549,-145.95569,50.62,62.58,65.62,70.24,65.39,68.42
2,62.68616,-145.48135,55.07,60.72,63.75,87.62,77.6,80.64
2,62.68639,-148.23874,41.12,48.26,51.29,91.16,78.98,82.02
2,62.68663,-147.61002,39.86,48.96,51.99,82.59,65.89,68.92
2,62.68829,-146.5071,46.0,50.75,53.78,78.42,75.41,78.44
2,62.6886,-144.60944,53.07,60.39,63.42,57.95,63.42,66.45
2,62.68867,-147.05856,42.5,50.73,53.76,65.92,65.92,68.95
2,62.69057,-148.31619,45.91,55.23,58.26,92.7,84.9,87.93
2,62.69109,-146.03271,50.09,60.87,63.9,77.07,67.06,70.09
2,62.6912,-147.68735,40.82,47.4,50.43,77.82,64.22,67.25
2,62.69123,-145.08382,50.79,60.13,63.16,71.38,70.0,73.03
2,62.69205,-145.55827,56.57,62.14,65.18,88.05,78.45,81.48
2,62.69355,-146.58424,47.97,50.19,53.22,76.86,78.65,81.68
2,62.69359,-147.13583,41.3,48.96,51.99,64.65,60.6,63.63
2,62.69471,-148.39368,48.46,58.02,61.05,95.64,83.67,86.7
2,62.69503,-144.68616,50.78,59.34,62.37,58.6,65.33,68.36
2,62.69574,-147.76474,41.64,47.78,50.81,76.04,66.24,69.27
2,62.69664,-146.10977,49.34,58.57,61.6,75.13,68.45,71.48
2,62.69737,-145.16068,50.56,58.57,61.6,72.36,68.95,71.98
2,62.6979,-145.63524,59.05,67.49,70.53,81.76,81.86,84.9
2,62.69847,-147.2131,40.98,49.7,52.73,66.28,63.19,66.22
2,62.69876,-146.66142,49.84,51.69,54.72,80.23,82.85,85.88
2,62.6988,-148.47116,49.06,57.61,60.64,80.83,72.27,75.3
2,62.70022,-147.84213,41.99,47.78,50.81,76.06,61.58,64.61
2,62.70142,-144.76294,50.02,58.58,61.61,60.11,65.63,68.66
2,62.70214,-146.18686,49.17,55.7,58.73,75.94,67.9,70.94
2,62.70285,-148.54871,49.64,56.11,59.14,62.78,66.49,69.53
2,62.70329,-147.29042,44.94,53.34,56.37,77.26,73.19,76.23
2,62.70346,-145.23756,50.35,57.84,60.87,71.66,67.07,70.1
2,62.7037,-145.71223,60.33,71.06,74.09,81.56,81.88,84.91
2,62.70393,-146.73865,49.94,53.7,56.73,81.02,82.45,85.49
2,62.70466,-147.91956,38.77,42.71,45.74,64.75,60.55,63.58
2,62.70684,-148.62625,52.73,55.73,58.76,66.31,66.51,69.54
2,62.70761,-146.26399,48.76,53.9,56.93,74.89,63.83,66.86
2,62.70774,-144.83974,50.22,58.93,61.96,64.37,68.54,71.57
2,62.70807,-147.36777,48.03,57.01,60.04,86.18,79.12,82.15
2,62.70904,-146.81587,50.16,52.75,55.78,81.3,77.57,80.61
2,62.70904,-147.99701,35.36,40.61,43.64,60.89,55.6,58.63
2,62.70945,-145.78925,59.84,69.03,72.06,80.98,75.69,78.73
2,62.70951,-145.31448,52.14,58.1,61.13,74.29,67.34,70.37
2,62.71079,-148.70383,52.94,52.38,55.41,69.57,65.13,68.16
2,62.7128,-147.44513,43.3,51.49,54.52,74.1,73.44,76.47
2,62.71301,-146.34116,48.11,54.22,57.25,70.03,58.98,62.01
2,62.71338,-148.07449,39.35,46.78,49.81,77.76,66.89,69.92
2,62.71404,-144.91656,51.49,61.36,64.39,73.06,71.53,74.56
2,62.71412,-146.89314,49.4,51.38,54.41,76.13,67.89,70.92
2,62.7147,-148.78142,51.75,50.14,53.17,58.17,59.96,62.99
2,62.71516,-145.86632,58.52,65.68,68.71,82.49,72.06,75.09
2,62.7155,-145.39145,55.44,60.16,63.19,86.37,73.8,76.83
2,62.71731,-144.51855,57.42,65.86,68.89,62.27,68.63,71.66
2,62.71748,-147.52254,39.68,49.35,52.38,72.98,69.27,72.3
2,62.71767,-148.15201,44.32,55.26,58.29,92.97,79.89,82.92
2,62.71838,-146.41833,47.46,53.43,56.46,70.57,59.99,63.02
2,62.71914,-146.97046,47.61,53.44,56.48,72.13,69.24,72.27
2,62.72028,-144.99345,52.96,62.25,65.28,77.07,71.77,74.8
2,62.72082,-145.94342,59.29,66.69,69.72,80.03,73.28,76.32
2,62.72145,-145.46843,57.73,62.34,65.37,87.34,81.7,84.73
2,62.72192,-148.22954,43.0,54.04,57.07,91.61,80.0,83.03
2,62.72211,-147.59996,38.04,48.64,51.67,79.27,69.92,72.95
2,62.7237,-146.49557,47.56,52.13,55.16,79.12,69.56,72.59
2,62.7238,-144.59535,54.38,64.36,67.39,63.75,68.59,71.62
2,62.72411,-147.04779,46.35,53.02,56.05,73.53,74.0,77.03
2,62.72611,-148.3071,43.05,52.66,55.69,71.19,67.33,70.36
2,62.72643,-146.02054,59.63,64.1,67.13,80.2,73.75,76.79
2,62.72648,-145.07037,53.46,61.42,64.45,77.44,71.75,74.79
2,62.72669,-147.67741,38.06,46.7,49.73,73.24,64.27,67.3
2,62.72736,-145.54546,60.54,66.48,69.51,90.0,90.14,93.17
2,62.72897,-146.57281,49.0,51.79,54.82,76.16,72.65,75.68
2,62.72904,-147.12514,44.65,50.03,53.07,66.19,65.49,68.53
2,62.73024,-144.67218,51.28,61.63,64.66,62.43,66.69,69.72
2,62.73026,-148.38467,46.81,54.37,57.4,62.61,67.45,70.48
2,62.73124,-147.7549,40.48,46.82,49.85,84.85,66.39,69.42
2,62.73199,-146.09772,58.05,62.75,65.78,79.41,78.33,81.36
2,62.73263,-145.14732,52.66,59.19,62.22,76.03,70.65,73.68
2,62.73321,-145.62253,65.57,70.42,73.45,91.64,95.75,98.78
2,62.73392,-147.20251,44.56,51.93,54.96,69.95,65.33,68.36
2,62.73418,-146.65009,51.85,53.44,56.48,80.76,79.83,82.86
2,62.73436,-148.46228,48.78,55.32,58.36,62.36,66.87,69.9
2,62.73572,-147.8324,41.42,46.35,49.38,82.06,67.04,70.07
2,62.73663,-144.74905,51.22,60.33,63.36,67.16,67.04,70.07
2,62.7375,-146.1749,58.25,61.52,64.55,84.21,81.65,84.68
2,62.73841,-148.53992,47.99,52.72,55.75,60.58,60.81,63.84
2,62.73873,-145.2243,52.63,59.89,62.92,80.08,71.39,74.42
2,62.73875,-147.27994,51.78,59.13,62.16,88.85,80.23,83.26
2,62.73901,-145.69962,69.69,76.35,79.38,96.22,96.95,99.98
2,62.73935,-146.72742,52.03,54.73,57.76,81.38,79.47,82.5
2,62.74016,-147.90994,39.01,43.58,46.61,57.81,58.6,61.63
2,62.74241,-148.61757,49.65,52.14,55.17,60.9,61.07,64.1
2,62.74297,-144.82596,51.37,59.42,62.45,71.71,66.15,69.18
2,62.74297,-146.25212,59.48,61.83,64.86,87.71,79.53,82.56
2,62.74353,-147.35739,53.25,61.14,64.18,91.72,82.33,85.37
2,62.74449,-146.80475,52.37,56.01,59.04,84.24,79.54,82.58
2,62.74455,-147.98749,35.97,41.88,44.91,53.17,49.85,52.88
2,62.74478,-145.30133,54.4,59.37,62.4,82.44,70.6,73.63
2,62.74478,-145.77673,70.27,78.42,81.45,95.49,95.44,98.48
2,62.74637,-148.69525,51.4,52.26,55.29,58.78,61.67,64.71
2,62.74827,-147.43486,46.78,54.82,57.85,83.56,77.04,80.08
2,62.74839,-146.32938,58.49,62.63,65.66,86.81,80.61,83.64
2,62.74891,-148.06506,41.91,47.08,50.11,79.44,64.21,67.24
2,62.74926,-144.90289,53.26,62.13,65.16,75.83,69.31,72.35
2,62.74957,-146.88213,55.04,58.29,61.33,89.53,81.0,84.03
2,62.75027,-148.77295,53.46,52.67,55.7,56.01,55.96,58.99
2,62.7505,-145.85391,70.06,76.33,79.36,93.44,90.06,93.1
2,62.75078,-145.37839,55.46,59.84,62.87,85.64,71.21,74.24
2,62.75296,-147.51236,43.23,53.44,56.48,82.77,74.0,77.03
2,62.7532,-148.14268,45.49,54.9,57.93,96.41,82.77,85.8
2,62.75377,-146.40668,54.88,59.61,62.64,80.24,74.16,77.2
2,62.75459,-146.95953,55.1,60.89,63.92,92.64,85.56,88.59
2,62.75552,-144.97987,54.41,63.19,66.22,80.7,73.79,76.82
2,62.75616,-145.93111,72.16,77.01,80.04,98.84,95.02,98.05
2,62.75674,-145.45547,57.96,62.69,65.72,88.59,82.02,85.05
2,62.75745,-148.22032,44.33,57.07,60.1,87.2,76.07,79.11
2,62.7576,-147.58989,43.33,52.93,55.96,88.34,73.47,76.5
2,62.75902,-144.58124,56.17,63.95,66.98,72.98,69.3,72.33
2,62.75909,-146.48399,51.85,55.49,58.52,75.56,71.33,74.36
2,62.75958,-147.03696,51.91,58.45,61.48,84.7,87.46,90.49
2,62.76165,-148.29797,42.23,50.61,53.64,52.37,57.39,60.42
2,62.76172,-145.05688,54.64,62.45,65.48,81.79,73.3,76.33
2,62.76178,-146.00833,71.19,73.97,77.0,100.04,94.64,97.67
2,62.76219,-147.66745,41.42,50.29,53.32,86.03,73.39,76.42
2,62.76265,-145.53261,60.43,66.25,69.28,89.55,89.12,92.16
2,62.76437,-146.56134,52.4,55.84,58.87,78.01,74.42,77.45
2,62.76451,-147.11441,47.97,52.55,55.58,73.48,73.82,76.85
2,62.76546,-144.65816,53.2,61.6,64.63,75.53,68.72,71.75
2,62.76581,-148.37567,43.83,50.38,53.41,52.53,56.82,59.86
2,62.76674,-147.74503,39.38,46.93,49.96,72.6,69.22,72.25
2,62.76735,-146.0856,66.9,69.62,72.65,96.08,90.85,93.88
2,62.76788,-145.13394,54.88,62.17,65.21,82.65,74.41,77.44
2,62.76852,-145.60977,66.36,69.89,72.92,92.63,95.82,98.86
2,62.7694,-147.19191,45.32,52.28,55.31,69.39,65.31,68.34
2,62.76959,-146.63873,55.04,56.17,59.2,83.14,78.14,81.17
2,62.76991,-148.45337,45.74,50.55,53.58,58.63,58.45,61.48
2,62.77123,-147.82263,39.04,45.05,48.08,58.34,58.86,61.89
2,62.77187,-144.73512,54.19,61.77,64.8,75.77,70.24,73.27
2,62.77287,-146.1629,68.39,69.48,72.51,96.99,96.2,99.23
2,62.77396,-148.53111,44.53,51.08,54.11,57.93,59.72,62.75
2,62.774,-145.21103,55.61,62.93,65.96,83.96,81.76,84.79
2,62.77423,-147.26944,51.88,58.58,61.61,88.76,79.5,82.53
2,62.77434,-145.68697,73.25,76.74,79.77,100.16,96.61,99.64
2,62.77477,-146.71616,56.52,58.99,62.02,88.4,85.27,88.31
2,62.77568,-147.90027,36.23,41.92,44.96,42.39,48.46,51.49
2,62.77797,-148.60887,47.5,51.59,54.63,53.63,58.61,61.64
2,62.77822,-144.81213,53.57,63.77,66.8,76.85,74.65,77.68
2,62.77835,-146.24023,74.94,74.32,77.35,119.76,112.54,115.57
2,62.77903,-147.34698,54.46,60.81,63.84,95.66,90.09,93.13
2,62.77991,-146.79359,60.6,66.71,69.74,108.63,96.57,99.6
2,62.78006,-145.28815,56.4,63.48,66.51,84.77,83.03,86.06
2,62.78008,-147.97794,34.42,41.29,44.32,40.91,46.78,49.81
2,62.78011,-145.76421,74.88,81.48,84.52,105.9,103.75,106.78
2,62.78194,-148.68665,50.73,53.29,56.32,53.11,57.66,60.69
2,62.78378,-146.31758,72.66,75.26,78.29,122.03,114.24,117.27
2,62.78378,-147.42456,49.17,56.37,59.4,89.08,78.85,81.88
2,62.78444,-148.05563,39.27,45.27,48.31,49.22,52.06,55.1
2,62.78453,-144.88918,53.91,62.14,65.18,77.73,71.91,74.94
2,62.785,-146.87106,62.11,71.18,74.21,117.41,116.76,119.79
2,62.78583,-145.84146,75.35,83.56,86.59,102.89,104.22,107.25
2,62.78585,-148.76447,54.85,56.13,59.16,57.98,61.39,64.42
2,62.78607,-145.3653,56.72,63.6,66.63,82.12,78.89,81.92
2,62.78846,-147.50217,43.91,54.44,57.48,86.05,73.66,76.7
2,62.78874,-148.13333,44.46,50.37,53.4,60.52,58.13,61.16
2,62.78915,-146.39497,63.45,67.07,70.1,99.49,99.45,102.48
2,62.79004,-146.94858,59.52,68.69,71.72,111.28,104.93,107.96
2,62.79079,-144.96625,54.22,61.49,64.52,82.67,74.24,77.27
2,62.7915,-145.91876,76.26,83.24,86.27,112.33,108.71,111.74
2,62.79204,-145.4425,57.55,63.69,66.72,85.29,82.99,86.02
2,62.79299,-148.21107,43.3,49.81,52.84,55.87,53.96,56.99
2,62.79311,-147.57979,43.49,52.81,55.84,86.15,75.86,78.89
2,62.79422,-144.56708,57.51,63.58,66.62,77.1,70.09,73.12
2,62.79449,-146.4724,57.23,60.31,63.34,86.68,82.86,85.9
2,62.79502,-147.02612,56.99,62.67,65.71,87.67,97.07,100.1
2,62.797,-145.04337,54.31,61.63,64.66,82.97,74.24,77.27
2,62.79713,-145.99609,73.72,80.38,83.41,118.6,113.6,116.63
2,62.7972,-148.28885,39.51,46.67,49.7,47.75,50.96,53.99
2,62.79771,-147.65744,44.18,53.17,56.2,87.74,75.66,78.7
2,62.79796,-145.51973,60.28,66.07,69.1,90.14,86.74,89.78
2,62.79977,-146.54987,58.89,62.04,65.07,89.18,90.91,93.94
2,62.79997,-147.10367,48.08,53.61,56.64,72.77,76.26,79.29
2,62.80067,-144.6441,55.29,62.46,65.49,77.56,70.98,74.01
2,62.80136,-148.36664,40.14,47.29,50.32,51.16,54.22,57.25
2,62.80226,-147.73514,41.38,50.84,53.87,79.76,69.74,72.77
2,62.8027,-146.07346,70.41,76.36,79.39,112.25,108.4,111.44
2,62.80318,-145.12051,56.13,63.92,66.95,85.44,81.53,84.56
2,62.80383,-145.59698,63.4,69.13,72.16,91.06,90.5,93.53
2,62.80486,-147.18127,42.53,50.35,53.38,65.54,66.16,69.19
2,62.80501,-146.62735,60.57,63.4,66.43,94.22,95.04,98.07
2,62.80547,-148.44446,43.43,49.97,53.0,53.88,57.95,60.98
2,62.80677,-147.81285,40.23,47.4,50.43,58.55,59.55,62.58
2,62.80709,-144.72116,55.87,63.21,66.24,77.24,72.07,75.1
